Date,nino12,nino3,nino4,nino34
1986-02-01,-0.35,-0.54,-0.23,-0.64
1986-03-01,-0.84,-0.47,-0.33,-0.51
1986-04-01,-0.86,-0.45,-0.27,-0.41
1986-05-01,-0.82,-0.63,-0.22,-0.47
1986-06-01,-0.9,-0.27,0.05,-0.08
1986-07-01,-0.14,0.03,0.15,0.16
1986-08-01,0.17,-0.03,0.32,0.24
1986-09-01,-0.13,0.32,0.49,0.59
1986-10-01,0.14,0.77,0.56,0.9
1986-11-01,0.28,0.88,0.66,1.04
1986-12-01,0.53,0.74,0.58,0.98
1987-01-01,0.77,1.04,0.60,1.19
1987-02-01,1.02,0.98,0.80,1.17
1987-03-01,1.15,1.05,0.86,1.24
1987-04-01,1.51,0.95,0.52,0.89
1987-05-01,1.35,1.07,0.56,0.91
1987-06-01,1.06,1.12,0.76,1.24
1987-07-01,1.19,1.34,0.68,1.34
1987-08-01,0.91,1.43,0.71,1.48
1987-09-01,1.31,1.63,0.83,1.53
1987-10-01,1.5,1.23,0.94,1.36
1987-11-01,0.9,1.16,1.01,1.29
1987-12-01,0.89,1.07,0.94,1.05
1988-01-01,0.09,0.51,0.67,0.69
1988-02-01,-0.27,0.09,0.44,0.35
1988-03-01,-0.52,0.1,0.31,0.29
1988-04-01,-0.9,-0.75,-0.26,-0.49
1988-05-01,-1.09,-1.3,-0.58,-1.05
1988-06-01,-1.96,-1.85,-0.77,-1.46
1988-07-01,-1.54,-1.77,-0.92,-1.54
1988-08-01,-1.59,-1.56,-0.89,-1.44
1988-09-01,-1.43,-1.4,-1.03,-1.33
1988-10-01,-1.26,-1.86,-1.58,-2.09
1988-11-01,-0.65,-1.84,-1.65,-2.18
1988-12-01,-0.97,-1.76,-1.59,-1.98
1989-01-01,-0.28,-1.39,-1.61,-1.95
1989-02-01,0.05,-0.79,-1.36,-1.37
1989-03-01,-0.45,-1.04,-1.25,-1.33
1989-04-01,-0.49,-0.88,-0.97,-1.11
1989-05-01,-1.16,-0.78,-0.74,-0.8
1989-06-01,-0.73,-0.42,-0.84,-0.64
1989-07-01,-0.44,-0.27,-0.58,-0.47
1989-08-01,-0.46,-0.51,-0.61,-0.58
1989-09-01,-0.47,-0.32,-0.38,-0.38
1989-10-01,-0.29,-0.36,-0.38,-0.4
1989-11-01,-0.38,-0.34,-0.27,-0.3
1989-12-01,-0.43,-0.36,0.1,-0.13
1990-01-01,-0.33,-0.27,0.23,0.02
1990-02-01,-0.27,0.14,0.43,0.36
1990-03-01,-0.41,-0.12,0.45,0.2
1990-04-01,-0.33,0.14,0.29,0.26
1990-05-01,-0.23,0.24,0.24,0.32
1990-06-01,-0.05,0.01,0.1,0.0
1990-07-01,-0.87,-0.08,0.27,0.15
1990-08-01,-0.61,-0.0,0.35,0.17
1990-09-01,-0.28,0.11,0.26,0.12
1990-10-01,-0.73,-0.06,0.42,0.13
1990-11-01,-0.55,-0.12,0.37,0.08
1990-12-01,-0.44,-0.03,0.64,0.32
1991-01-01,-0.09,0.18,0.66,0.51
1991-02-01,-0.10,0.03,0.60,0.32
1991-03-01,0.0,0.0,0.43,0.1
1991-04-01,-0.68,-0.09,0.55,0.21
1991-05-01,-0.01,0.37,0.56,0.44
1991-06-01,0.24,0.68,0.58,0.65
1991-07-01,0.6,0.74,0.5,0.62
1991-08-01,-0.0,0.29,0.51,0.43
1991-09-01,0.16,0.1,0.31,0.22
1991-10-01,0.42,0.64,0.72,0.91
1991-11-01,0.63,1.03,0.7,1.14
1991-12-01,0.45,1.32,0.82,1.62
1992-01-01,0.36,1.39,0.65,1.61
1992-02-01,0.44,1.21,0.88,1.62
1992-03-01,0.92,1.19,0.86,1.5
1992-04-01,1.72,1.32,0.76,1.41
1992-05-01,1.83,1.38,0.72,1.27
1992-06-01,0.71,0.45,0.38,0.53
1992-07-01,-0.05,-0.01,0.38,0.27
1992-08-01,-0.24,-0.35,0.15,-0.15
1992-09-01,-0.5,-0.35,0.11,-0.14
1992-10-01,-0.26,-0.34,0.02,-0.35
1992-11-01,-0.25,-0.29,0.11,-0.14
1992-12-01,-0.31,-0.26,0.29,0.04
1993-01-01,0.03,-0.06,0.47,0.28
1993-02-01,0.20,0.24,0.47,0.42
1993-03-01,0.53,0.36,0.37,0.47
1993-04-01,0.83,0.92,0.52,0.92
1993-05-01,1.13,1.05,0.52,0.93
1993-06-01,0.88,0.63,0.41,0.64
1993-07-01,0.32,0.13,0.38,0.33
1993-08-01,0.21,0.01,0.31,0.16
1993-09-01,0.12,0.09,0.38,0.26
1993-10-01,0.32,0.21,0.32,0.36
1993-11-01,-0.23,0.11,0.43,0.28
1993-12-01,-0.29,0.0,0.37,0.19
1994-01-01,-0.07,-0.04,0.19,0.03
1994-02-01,-0.33,-0.29,0.03,-0.16
1994-03-01,-1.13,-0.36,0.11,-0.06
1994-04-01,-1.22,-0.43,0.25,0.03
1994-05-01,-0.91,-0.21,0.27,0.14
1994-06-01,-0.59,-0.02,0.37,0.27
1994-07-01,-0.82,-0.38,0.59,0.16
1994-08-01,-0.9,-0.19,0.79,0.52
1994-09-01,-0.05,0.01,0.58,0.4
1994-10-01,0.65,0.62,0.79,0.9
1994-11-01,0.59,0.85,0.94,1.14
1994-12-01,0.68,0.94,0.91,1.21
1995-01-01,0.91,0.84,0.91,1.10
1995-02-01,0.24,0.58,0.90,0.87
1995-03-01,-0.57,0.06,0.82,0.49
1995-04-01,-0.99,-0.23,0.55,0.27
1995-05-01,-1.01,-0.53,0.49,0.03
1995-06-01,-0.53,-0.23,0.43,0.08
1995-07-01,-0.25,-0.1,0.25,0.03
1995-08-01,-0.52,-0.58,0.04,-0.38
1995-09-01,-0.28,-0.7,-0.09,-0.57
1995-10-01,-0.41,-0.73,-0.28,-0.72
1995-11-01,-0.26,-0.75,-0.3,-0.78
1995-12-01,-0.68,-0.74,-0.24,-0.72
1996-01-01,-0.61,-0.58,-0.35,-0.65
1996-02-01,-0.32,-0.53,-0.31,-0.66
1996-03-01,-0.07,-0.29,-0.2,-0.48
1996-04-01,-1.27,-0.55,-0.18,-0.34
1996-05-01,-0.82,-0.53,-0.22,-0.4
1996-06-01,-1.07,-0.34,-0.04,-0.12
1996-07-01,-0.98,-0.26,-0.18,-0.14
1996-08-01,-0.46,-0.28,-0.28,-0.3
1996-09-01,-0.53,-0.33,-0.26,-0.34
1996-10-01,-0.8,-0.39,-0.19,-0.28
1996-11-01,-0.79,-0.49,-0.08,-0.3
1996-12-01,-1.03,-0.8,0.03,-0.43
1997-01-01,-0.56,-0.70,0.10,-0.43
1997-02-01,-0.03,-0.39,0.19,-0.24
1997-03-01,0.82,0.06,0.2,-0.06
1997-04-01,0.98,0.28,0.53,0.34
1997-05-01,2.16,1.07,0.67,0.87
1997-06-01,3.17,1.68,0.53,1.15
1997-07-01,3.63,2.27,0.71,1.6
1997-08-01,3.98,2.75,0.76,1.94
1997-09-01,4.05,2.84,0.86,2.1
1997-10-01,4.0,3.11,0.83,2.29
1997-11-01,4.12,3.22,0.94,2.42
1997-12-01,4.27,3.24,0.78,2.3
1998-01-01,3.55,3.03,0.91,2.42
1998-02-01,2.88,2.50,0.85,2.08
1998-03-01,2.88,2.03,0.51,1.49
1998-04-01,3.0,1.51,0.23,0.9
1998-05-01,3.01,1.25,0.19,0.68
1998-06-01,2.0,0.09,-0.27,-0.39
1998-07-01,1.31,-0.17,-0.45,-0.73
1998-08-01,0.94,-0.27,-0.64,-0.83
1998-09-01,0.31,-0.46,-0.7,-0.82
1998-10-01,0.12,-0.74,-1.02,-1.19
1998-11-01,-0.21,-0.71,-1.1,-1.23
1998-12-01,-0.14,-1.0,-1.24,-1.51
1999-01-01,-0.23,-0.97,-1.50,-1.53
1999-02-01,0.05,-0.77,-1.43,-1.41
1999-03-01,0.29,-0.37,-1.02,-0.92
1999-04-01,-0.78,-0.63,-0.88,-0.81
1999-05-01,-0.43,-0.59,-0.84,-0.87
1999-06-01,-0.55,-0.69,-0.78,-0.95
1999-07-01,-0.65,-0.64,-0.82,-0.84
1999-08-01,-0.51,-0.74,-0.92,-0.98
1999-09-01,-0.97,-0.94,-0.76,-0.84
1999-10-01,-0.76,-1.16,-0.84,-1.03
1999-11-01,-1.11,-1.42,-1.05,-1.41
1999-12-01,-1.06,-1.46,-1.2,-1.54
2000-01-01,-0.89,-1.71,-1.35,-1.79
2000-02-01,-0.47,-1.15,-1.38,-1.53
2000-03-01,-0.56,-0.82,-1.34,-1.26
2000-04-01,0.46,-0.3,-1.1,-0.8
2000-05-01,-0.29,-0.5,-0.92,-0.8
2000-06-01,-0.65,-0.75,-0.67,-0.75
2000-07-01,-0.57,-0.58,-0.58,-0.57
2000-08-01,-0.59,-0.38,-0.44,-0.36
2000-09-01,-0.34,-0.31,-0.4,-0.39
2000-10-01,-0.49,-0.48,-0.48,-0.55
2000-11-01,-0.7,-0.72,-0.52,-0.75
2000-12-01,-0.55,-0.72,-0.8,-0.92
2001-01-01,-0.76,-0.71,-0.82,-0.88
2001-02-01,-0.33,-0.40,-0.77,-0.63
2001-03-01,0.35,-0.1,-0.61,-0.48
2001-04-01,0.42,-0.03,-0.33,-0.3
2001-05-01,-0.64,-0.31,-0.23,-0.3
2001-06-01,-0.86,-0.24,-0.05,-0.11
2001-07-01,-0.7,-0.17,0.17,0.01
2001-08-01,-0.77,-0.28,0.21,-0.07
2001-09-01,-1.2,-0.67,0.29,-0.28
2001-10-01,-1.14,-0.53,0.16,-0.26
2001-11-01,-0.94,-0.59,0.16,-0.28
2001-12-01,-1.12,-0.64,0.01,-0.46
2002-01-01,-0.94,-0.49,0.27,-0.14
2002-02-01,-0.30,-0.20,0.25,0.00
2002-03-01,0.62,0.2,0.26,0.11
2002-04-01,0.33,0.06,0.37,0.14
2002-05-01,0.18,0.15,0.37,0.21
2002-06-01,-0.4,0.42,0.59,0.68
2002-07-01,-0.44,0.27,0.59,0.57
2002-08-01,-0.26,0.34,0.62,0.7
2002-09-01,0.04,0.51,0.62,0.82
2002-10-01,0.57,0.93,0.8,1.16
2002-11-01,0.78,1.24,0.95,1.41
2002-12-01,0.69,1.25,0.84,1.41
2003-01-01,0.10,0.71,0.71,0.98
2003-02-01,-0.21,0.28,0.69,0.64
2003-03-01,-0.49,0.1,0.65,0.48
2003-04-01,-0.9,-0.42,0.42,-0.03
2003-05-01,-1.35,-0.89,0.09,-0.52
2003-06-01,-0.91,-0.5,0.19,-0.19
2003-07-01,-0.58,0.01,0.25,0.14
2003-08-01,0.08,0.07,0.22,0.05
2003-09-01,-0.43,0.02,0.26,0.15
2003-10-01,-0.07,0.39,0.49,0.46
2003-11-01,0.29,0.35,0.55,0.39
2003-12-01,0.31,0.53,0.41,0.32
2004-01-01,-0.03,0.43,0.40,0.26
2004-02-01,-0.20,0.14,0.32,0.17
2004-03-01,-0.34,-0.06,0.08,-0.1
2004-04-01,-0.45,-0.04,0.23,0.06
2004-05-01,-0.96,-0.32,0.29,0.1
2004-06-01,-0.69,-0.19,0.3,0.14
2004-07-01,-0.7,-0.03,0.49,0.41
2004-08-01,-0.44,0.25,0.55,0.66
2004-09-01,-0.1,0.33,0.72,0.67
2004-10-01,0.11,0.47,0.75,0.73
2004-11-01,0.39,0.49,0.73,0.62
2004-12-01,0.27,0.54,0.75,0.71
2005-01-01,0.03,0.28,0.82,0.56
2005-02-01,-0.61,-0.11,0.60,0.26
2005-03-01,-1.15,-0.16,0.51,0.28
2005-04-01,-0.36,0.14,0.37,0.28
2005-05-01,0.22,0.25,0.28,0.3
2005-06-01,-0.15,0.18,0.24,0.22
2005-07-01,-0.06,0.12,0.1,-0.01
2005-08-01,-0.3,0.09,0.1,-0.04
2005-09-01,-0.61,-0.25,0.1,-0.08
2005-10-01,-1.05,-0.43,0.09,-0.15
2005-11-01,-1.41,-0.92,-0.04,-0.44
2005-12-01,-1.19,-1.27,-0.25,-0.75
2006-01-01,-0.69,-0.90,-0.54,-0.98
2006-02-01,0.33,-0.40,-0.66,-0.71
2006-03-01,-0.27,-0.58,-0.48,-0.73
2006-04-01,-0.89,-0.26,-0.22,-0.3
2006-05-01,-0.39,-0.14,-0.0,-0.11
2006-06-01,-0.19,-0.02,0.16,0.09
2006-07-01,0.18,-0.01,0.21,0.03
2006-08-01,0.51,0.36,0.45,0.37
2006-09-01,0.78,0.71,0.57,0.63
2006-10-01,1.2,0.85,0.66,0.76
2006-11-01,0.91,0.93,0.76,0.98
2006-12-01,0.62,1.06,0.82,1.1
2007-01-01,0.57,0.63,0.53,0.59
2007-02-01,0.06,-0.00,0.35,0.12
2007-03-01,-0.65,-0.36,0.15,-0.15
2007-04-01,-1.05,-0.45,0.1,-0.16
2007-05-01,-1.47,-0.76,-0.05,-0.39
2007-06-01,-1.4,-0.51,0.04,-0.16
2007-07-01,-0.94,-0.63,-0.1,-0.37
2007-08-01,-1.36,-0.96,-0.17,-0.57
2007-09-01,-1.34,-1.29,-0.56,-1.04
2007-10-01,-1.65,-1.48,-0.77,-1.4
2007-11-01,-1.95,-1.71,-1.11,-1.58
2007-12-01,-1.63,-1.67,-1.08,-1.61
2008-01-01,-0.80,-1.60,-1.38,-1.79
2008-02-01,-0.16,-1.25,-1.46,-1.70
2008-03-01,0.33,-0.73,-1.23,-1.17
2008-04-01,0.5,-0.47,-0.95,-0.89
2008-05-01,-0.32,-0.19,-0.85,-0.64
2008-06-01,0.26,-0.04,-0.66,-0.44
2008-07-01,0.47,0.33,-0.45,-0.04
2008-08-01,0.67,0.54,-0.37,-0.04
2008-09-01,0.32,0.03,-0.45,-0.28
2008-10-01,-0.17,-0.02,-0.4,-0.3
2008-11-01,-0.21,-0.15,-0.52,-0.37
2008-12-01,-0.33,-0.63,-0.72,-0.9
2009-01-01,-0.17,-0.62,-0.71,-1.00
2009-02-01,-0.31,-0.49,-0.52,-0.71
2009-03-01,-0.85,-0.76,-0.35,-0.72
2009-04-01,0.0,-0.07,-0.09,-0.25
2009-05-01,0.17,0.34,0.16,0.17
2009-06-01,0.54,0.71,0.34,0.49
2009-07-01,0.7,0.89,0.46,0.69
2009-08-01,0.66,0.72,0.62,0.62
2009-09-01,0.22,0.76,0.59,0.68
2009-10-01,0.22,0.78,0.92,0.96
2009-11-01,0.14,1.19,1.21,1.49
2009-12-01,0.49,1.47,1.31,1.81
2010-01-01,0.36,1.10,1.21,1.43
2010-02-01,0.04,0.79,0.95,1.18
2010-03-01,-0.04,0.61,0.9,1.07
2010-04-01,0.51,0.53,0.7,0.56
2010-05-01,0.39,-0.01,0.1,-0.15
2010-06-01,0.14,-0.53,-0.25,-0.62
2010-07-01,-1.05,-0.84,-0.61,-0.89
2010-08-01,-1.23,-1.07,-1.12,-1.33
2010-09-01,-1.29,-1.34,-1.28,-1.56
2010-10-01,-1.53,-1.7,-1.4,-1.65
2010-11-01,-1.38,-1.56,-1.41,-1.57
2010-12-01,-1.03,-1.55,-1.37,-1.63
2011-01-01,-0.61,-1.41,-1.38,-1.70
2011-02-01,0.07,-0.84,-1.02,-1.26
2011-03-01,-0.43,-0.77,-0.74,-0.98
2011-04-01,-0.05,-0.36,-0.69,-0.74
2011-05-01,0.25,-0.23,-0.53,-0.53
2011-06-01,0.37,0.09,-0.42,-0.25
2011-07-01,0.27,0.06,-0.47,-0.23
2011-08-01,-0.2,-0.4,-0.58,-0.66
2011-09-01,-1.01,-0.68,-0.68,-0.76
2011-10-01,-0.71,-0.98,-0.75,-0.93
2011-11-01,-0.8,-1.04,-0.74,-1.09
2011-12-01,-0.68,-0.79,-1.04,-1.05
2012-01-01,-0.39,-0.73,-1.01,-0.93
2012-02-01,0.40,-0.14,-0.72,-0.61
2012-03-01,-0.02,-0.15,-0.56,-0.48
2012-04-01,0.48,-0.0,-0.32,-0.29
2012-05-01,0.43,0.01,-0.28,-0.18
2012-06-01,0.99,0.5,-0.16,0.14
2012-07-01,0.82,0.83,-0.06,0.44
2012-08-01,0.27,0.75,0.28,0.66
2012-09-01,0.04,0.39,0.28,0.44
2012-10-01,-0.39,0.04,0.33,0.23
2012-11-01,-0.46,0.17,0.36,0.33
2012-12-01,-0.61,-0.28,0.1,-0.13
2013-01-01,-0.70,-0.59,-0.06,-0.42
2013-02-01,-0.32,-0.45,-0.15,-0.40
2013-03-01,-0.38,0.04,-0.18,-0.14
2013-04-01,-1.32,-0.11,-0.06,-0.08
2013-05-01,-1.44,-0.67,-0.06,-0.28
2013-06-01,-1.44,-0.71,-0.12,-0.33
2013-07-01,-1.36,-0.56,-0.11,-0.28
2013-08-01,-0.76,-0.48,0.02,-0.29
2013-09-01,-0.77,-0.22,-0.0,-0.09
2013-10-01,-0.16,-0.1,-0.05,-0.24
2013-11-01,-0.5,-0.11,0.16,-0.02
2013-12-01,-0.25,-0.02,-0.08,-0.09
2014-01-01,0.37,-0.27,-0.23,-0.42
2014-02-01,-0.67,-0.65,0.08,-0.45
2014-03-01,-0.51,-0.16,0.27,-0.07
2014-04-01,-0.25,0.22,0.33,0.28
2014-05-01,0.74,0.55,0.41,0.45
2014-06-01,1.17,0.91,0.39,0.48
2014-07-01,1.04,0.56,0.23,0.13
2014-08-01,0.67,0.37,0.33,0.14
2014-09-01,0.15,0.36,0.47,0.37
2014-10-01,0.34,0.63,0.53,0.48
2014-11-01,0.57,0.92,0.81,0.89
2014-12-01,0.14,0.8,0.71,0.77
2015-01-01,-0.16,0.39,0.71,0.59
2015-02-01,-0.62,0.16,0.84,0.57
2015-03-01,-0.01,0.08,0.76,0.48
2015-04-01,0.64,0.75,1.02,0.9
2015-05-01,1.59,0.99,0.97,1.04
2015-06-01,2.19,1.54,1.05,1.28
2015-07-01,2.32,1.87,1.04,1.56
2015-08-01,2.08,2.08,1.05,1.87
2015-09-01,2.48,2.36,1.12,2.01
2015-10-01,2.38,2.47,1.19,2.21
2015-11-01,2.21,2.63,1.59,2.57
2015-12-01,2.09,2.65,1.51,2.56
2016-01-01,1.82,2.64,1.33,2.56
2016-02-01,1.09,1.90,1.30,2.11
2016-03-01,1.1,1.52,1.15,1.6
2016-04-01,0.29,0.78,0.88,1.05
2016-05-01,0.45,0.21,0.63,0.45
2016-06-01,0.52,0.11,0.45,0.06
2016-07-01,-0.06,-0.24,0.24,-0.25
2016-08-01,0.19,-0.5,0.02,-0.48
2016-09-01,0.25,-0.19,-0.16,-0.46
2016-10-01,-0.03,-0.52,-0.38,-0.75
2016-11-01,-0.08,-0.48,-0.29,-0.63
2016-12-01,0.02,-0.48,-0.13,-0.51
2017-01-01,0.33,-0.09,-0.13,-0.34
2017-02-01,0.92,0.40,0.06,-0.01
2017-03-01,1.56,0.24,-0.05,-0.09
2017-04-01,0.49,0.42,0.19,0.22
2017-05-01,0.25,0.31,0.29,0.3
2017-06-01,0.2,0.06,0.34,0.22
2017-07-01,-0.46,0.08,0.29,0.22
2017-08-01,-0.76,-0.37,0.17,-0.18
2017-09-01,-1.28,-0.88,-0.1,-0.56
2017-10-01,-1.32,-0.82,-0.1,-0.52
2017-11-01,-1.44,-1.1,-0.21,-0.84
2017-12-01,-1.54,-1.09,-0.31,-0.85
2018-01-01,-1.25,-1.17,-0.31,-0.86
2018-02-01,-0.43,-0.77,-0.20,-0.73
2018-03-01,-1.3,-0.87,-0.09,-0.73
2018-04-01,-0.81,-0.43,0.18,-0.36
2018-05-01,-0.46,-0.18,0.29,-0.12
2018-06-01,-0.47,0.19,0.29,0.12
2018-07-01,-0.08,0.27,0.34,0.27
2018-08-01,-0.54,-0.12,0.46,0.05
2018-09-01,0.12,0.14,0.56,0.3
2018-10-01,0.3,0.71,0.84,0.84
2018-11-01,0.69,1.0,0.81,1.0
2018-12-01,0.79,0.98,0.89,0.97
2019-01-01,0.67,0.59,0.50,0.51
2019-02-01,0.66,0.59,0.67,0.62
2019-03-01,-0.18,0.62,0.68,0.81
2019-04-01,0.36,0.64,0.58,0.67
2019-05-01,0.24,0.55,0.65,0.61
2019-06-01,-0.11,0.45,0.74,0.66
2019-07-01,-0.36,0.07,0.72,0.41
2019-08-01,-0.29,0.03,0.54,0.19
2019-09-01,-0.68,-0.22,0.51,0.11
2019-10-01,-0.71,0.1,0.86,0.55
2019-11-01,0.02,0.44,0.88,0.74
2019-12-01,-0.19,0.25,0.77,0.51
2020-01-01,-0.12,0.37,0.88,0.64
2020-02-01,-0.03,0.20,0.82,0.48
2020-03-01,-0.44,-0.02,0.7,0.36
2020-04-01,0.03,0.34,0.61,0.49
2020-05-01,-0.24,-0.24,0.18,-0.12
2020-06-01,-0.43,-0.53,0.19,-0.21
2020-07-01,-1.09,-0.36,0.17,-0.04
2020-08-01,-0.43,-0.44,-0.1,-0.42
2020-09-01,-0.85,-0.79,-0.28,-0.66
2020-10-01,-0.99,-1.0,-0.66,-1.19
2020-11-01,-0.87,-0.89,-0.49,-1.01
2020-12-01,-0.76,-0.77,-0.68,-0.98
2021-01-01,-0.58,-0.80,-0.93,-1.04
2021-02-01,-0.74,-0.80,-0.76,-0.94
2021-03-01,-0.5,-0.64,-0.53,-0.72
2021-04-01,-0.96,-0.67,-0.27,-0.55
2021-05-01,-0.73,-0.53,-0.15,-0.41
2021-06-01,0.08,-0.06,0.02,-0.06
2021-07-01,-0.14,-0.17,-0.11,-0.2
2021-08-01,-0.16,-0.28,-0.19,-0.38
2021-09-01,-0.29,-0.39,-0.32,-0.5
2021-10-01,-0.6,-0.63,-0.46,-0.78
2021-11-01,-0.98,-0.87,-0.47,-0.88
2021-12-01,-1.29,-1.12,-0.63,-1.07
2022-01-01,-0.90,-0.97,-0.26,-0.77
2022-02-01,-1.14,-0.92,-0.17,-0.68
2022-03-01,-0.59,-0.72,-0.56,-0.84
2022-04-01,-1.04,-0.91,-0.6,-0.9
2022-05-01,-1.04,-0.99,-0.68,-1.02
2022-06-01,-0.82,-0.71,-0.61,-0.77
2022-07-01,-0.54,-0.38,-0.59,-0.56
2022-08-01,-0.23,-0.6,-0.79,-0.96
2022-09-01,-0.77,-0.89,-0.87,-1.06
2022-10-01,-1.37,-1.05,-0.86,-0.99
2022-11-01,-0.92,-0.72,-0.57,-0.76
2022-12-01,-0.67,-0.84,-0.58,-0.86
2023-01-01,-0.35,-0.64,-0.57,-0.78
2023-02-01,-0.14,-0.47,-0.50,-0.62
2023-03-01,1.0,0.23,-0.13,-0.13
2023-04-01,2.5,0.62,0.23,0.24
2023-05-01,1.69,0.9,0.35,0.47
2023-06-01,2.39,1.35,0.62,0.95
2023-07-01,2.45,1.72,0.73,1.2
2023-08-01,2.55,2.09,1.03,1.56
2023-09-01,2.04,1.96,1.13,1.65
2023-10-01,1.8,1.93,1.1,1.59
2023-11-01,1.94,2.21,1.32,2.01
2023-12-01,1.38,1.93,1.19,1.81
2024-01-01,1.14,1.74,1.40,1.71
2024-02-01,1.08,1.45,1.21,1.47
2024-03-01,-0.06,0.84,0.99,1.1
2024-04-01,-0.11,0.7,0.85,0.93
2024-05-01,-0.41,0.06,0.67,0.41
