Date,nino12,nino3,nino4,nino34
1870-01-01,-1.50,-1.35,-0.48,-1.00
1870-02-01,-0.96,-1.20,-1.16,-1.20
1870-03-01,-0.65,-0.76,-1.01,-0.83
1870-04-01,-0.32,-0.78,-1.0,-0.81
1870-05-01,-0.64,-1.15,-1.08,-1.27
1870-06-01,-0.96,-0.99,-1.11,-1.08
1870-07-01,-0.98,-1.01,-0.98,-1.04
1870-08-01,-1.02,-0.89,-0.86,-0.88
1870-09-01,-1.02,-0.81,-0.44,-0.53
1870-10-01,-1.53,-1.25,-0.51,-0.92
1870-11-01,-1.42,-1.03,-0.62,-0.79
1870-12-01,-1.25,-0.95,-0.67,-0.79
1871-01-01,-0.74,-0.25,-0.55,-0.25
1871-02-01,-0.56,-0.52,-0.41,-0.58
1871-03-01,-0.78,-0.46,-0.44,-0.43
1871-04-01,-0.59,-0.57,-0.4,-0.5
1871-05-01,-0.76,-0.84,-0.7,-0.7
1871-06-01,-0.25,-0.52,-0.71,-0.53
1871-07-01,-0.34,-0.51,-0.87,-0.6
1871-08-01,-0.3,-0.34,-0.55,-0.33
1871-09-01,-0.35,-0.31,-0.45,-0.24
1871-10-01,-0.15,-0.37,-0.43,-0.33
1871-11-01,-0.37,-0.32,-0.52,-0.31
1871-12-01,-1.04,-0.63,-0.72,-0.58
1872-01-01,-1.18,-0.76,-0.76,-0.72
1872-02-01,-1.25,-0.74,-0.51,-0.62
1872-03-01,-1.02,-0.65,-0.39,-0.5
1872-04-01,-0.7,-0.86,-0.68,-0.77
1872-05-01,-0.75,-0.8,-0.61,-0.62
1872-06-01,-0.6,-0.61,-0.79,-0.52
1872-07-01,-0.7,-0.4,-0.75,-0.32
1872-08-01,-0.83,-0.83,-1.13,-0.85
1872-09-01,-0.66,-0.93,-1.15,-1.02
1872-10-01,-0.87,-1.12,-0.9,-0.94
1872-11-01,-0.63,-0.97,-0.74,-0.79
1872-12-01,-0.83,-1.01,-0.83,-0.88
1873-01-01,-0.88,-0.95,-0.77,-0.78
1873-02-01,-1.30,-1.18,-0.86,-1.01
1873-03-01,-1.83,-1.51,-1.09,-1.31
1873-04-01,-1.01,-0.85,-0.72,-0.67
1873-05-01,-1.12,-0.82,-0.54,-0.53
1873-06-01,-0.34,-0.39,-0.76,-0.48
1873-07-01,-0.29,-0.46,-0.71,-0.58
1873-08-01,-0.28,-0.35,-0.62,-0.39
1873-09-01,-0.68,-0.47,-0.62,-0.34
1873-10-01,-0.97,-0.95,-0.79,-0.78
1873-11-01,-0.93,-1.03,-0.7,-0.77
1873-12-01,-0.91,-1.1,-0.47,-0.7
1874-01-01,-1.10,-1.33,-0.61,-0.93
1874-02-01,-1.46,-1.40,-0.68,-1.06
1874-03-01,-1.17,-1.48,-0.97,-1.4
1874-04-01,-0.94,-1.07,-0.64,-0.94
1874-05-01,0.07,-0.83,-0.61,-0.86
1874-06-01,-0.52,-0.78,-0.66,-0.72
1874-07-01,-0.77,-1.11,-0.83,-1.0
1874-08-01,-1.01,-1.24,-0.88,-1.05
1874-09-01,-0.73,-1.14,-1.21,-1.13
1874-10-01,-0.77,-1.23,-1.27,-1.25
1874-11-01,-0.59,-1.24,-1.22,-1.33
1874-12-01,-0.8,-1.12,-0.95,-1.14
1875-01-01,-0.66,-0.77,-0.65,-0.71
1875-02-01,-0.57,-0.49,-0.41,-0.37
1875-03-01,-0.81,-0.66,-0.68,-0.59
1875-04-01,-0.54,-0.79,-0.99,-0.87
1875-05-01,-1.19,-1.04,-1.1,-1.09
1875-06-01,-0.71,-0.65,-1.04,-0.76
1875-07-01,-1.26,-0.86,-1.18,-0.85
1875-08-01,-1.05,-0.76,-1.13,-0.81
1875-09-01,-1.1,-0.82,-1.19,-0.91
1875-10-01,-1.28,-0.91,-0.93,-0.83
1875-11-01,-1.55,-0.91,-0.66,-0.64
1875-12-01,-1.53,-1.02,-0.83,-0.75
1876-01-01,-1.71,-1.25,-1.01,-0.95
1876-02-01,-1.80,-1.45,-0.95,-1.20
1876-03-01,-1.52,-1.41,-0.76,-1.13
1876-04-01,-1.39,-1.49,-0.87,-1.18
1876-05-01,-0.97,-1.44,-0.71,-1.08
1876-06-01,-0.68,-0.64,-0.59,-0.43
1876-07-01,-0.38,-0.42,-0.66,-0.34
1876-08-01,-0.17,-0.23,-0.47,-0.16
1876-09-01,0.41,-0.02,-0.39,-0.02
1876-10-01,0.77,0.24,-0.27,0.11
1876-11-01,0.83,0.25,-0.22,0.15
1876-12-01,0.38,0.29,-0.11,0.23
1877-01-01,-0.06,0.21,-0.10,0.35
1877-02-01,0.09,0.22,0.47,0.46
1877-03-01,0.18,0.22,0.25,0.52
1877-04-01,0.03,0.13,0.14,0.5
1877-05-01,-0.1,0.37,0.22,0.76
1877-06-01,-0.32,0.51,0.47,0.98
1877-07-01,0.77,1.37,0.53,1.42
1877-08-01,1.14,1.58,0.55,1.54
1877-09-01,1.93,2.08,0.6,1.75
1877-10-01,2.1,2.14,0.8,1.95
1877-11-01,2.05,2.29,0.91,2.08
1877-12-01,2.26,2.56,1.16,2.49
1878-01-01,2.23,2.57,1.05,2.41
1878-02-01,2.23,2.49,1.18,2.43
1878-03-01,1.0,1.17,0.71,1.31
1878-04-01,0.57,0.84,0.51,0.92
1878-05-01,0.16,0.66,0.37,0.82
1878-06-01,0.36,0.73,0.65,0.92
1878-07-01,0.2,0.27,-0.03,0.25
1878-08-01,-0.04,-0.1,-0.3,-0.11
1878-09-01,-0.33,-0.41,-0.5,-0.32
1878-10-01,-0.38,-0.59,-0.61,-0.53
1878-11-01,-0.83,-0.92,-0.48,-0.7
1878-12-01,-0.46,-0.8,-0.45,-0.75
1879-01-01,-0.35,-0.56,-0.27,-0.55
1879-02-01,-0.31,-0.26,-0.09,-0.18
1879-03-01,-0.42,-0.39,-0.09,-0.24
1879-04-01,-0.35,-0.56,-0.32,-0.37
1879-05-01,-0.62,-1.0,-0.69,-0.83
1879-06-01,-0.25,-0.56,-1.0,-0.67
1879-07-01,-0.05,-0.62,-1.03,-0.77
1879-08-01,-0.19,-0.57,-0.86,-0.69
1879-09-01,-0.25,-0.71,-0.84,-0.83
1879-10-01,-0.26,-0.86,-1.0,-0.93
1879-11-01,-0.51,-1.02,-1.15,-1.14
1879-12-01,-0.14,-0.99,-0.84,-1.02
1880-01-01,-0.43,-1.01,-0.57,-1.00
1880-02-01,0.17,-0.62,-0.34,-0.73
1880-03-01,-0.33,-0.68,-0.41,-0.62
1880-04-01,-0.37,-0.6,-0.43,-0.57
1880-05-01,-0.3,-0.7,-0.6,-0.71
1880-06-01,-0.4,-0.65,-0.71,-0.61
1880-07-01,0.2,-0.45,-0.66,-0.53
1880-08-01,0.33,-0.09,-0.62,-0.24
1880-09-01,0.75,0.26,-0.56,-0.03
1880-10-01,0.64,0.34,-0.3,0.17
1880-11-01,0.63,0.37,-0.03,0.24
1880-12-01,-0.06,0.06,0.06,0.18
1881-01-01,-0.02,0.11,0.06,0.29
1881-02-01,-0.23,-0.05,0.14,0.23
1881-03-01,-0.33,0.03,0.24,0.32
1881-04-01,-0.17,0.07,0.4,0.41
1881-05-01,-0.05,-0.1,0.25,0.16
1881-06-01,0.15,0.06,0.08,0.23
1881-07-01,-0.08,-0.24,-0.33,-0.26
1881-08-01,-0.44,-0.32,-0.18,-0.17
1881-09-01,-0.41,-0.4,-0.35,-0.33
1881-10-01,-0.03,-0.43,-0.38,-0.43
1881-11-01,-0.15,-0.6,-0.46,-0.59
1881-12-01,-0.49,-0.49,-0.31,-0.37
1882-01-01,-0.71,-0.61,-0.35,-0.45
1882-02-01,-0.82,-0.74,-0.41,-0.55
1882-03-01,-0.61,-0.71,-0.36,-0.53
1882-04-01,-0.17,-0.15,0.07,0.1
1882-05-01,-0.32,-0.24,0.06,0.01
1882-06-01,-0.84,-0.7,-0.16,-0.4
1882-07-01,-0.97,-0.93,-0.34,-0.57
1882-08-01,-1.16,-0.71,-0.13,-0.33
1882-09-01,-0.6,-0.47,-0.6,-0.51
1882-10-01,-0.52,-0.62,-0.56,-0.65
1882-11-01,-0.89,-0.88,-0.81,-0.92
1882-12-01,-1.09,-0.83,-0.71,-0.75
1883-01-01,-1.22,-0.79,-0.26,-0.46
1883-02-01,-1.09,-0.68,-0.14,-0.49
1883-03-01,-1.06,-0.54,-0.23,-0.4
1883-04-01,-0.53,-0.31,-0.23,-0.23
1883-05-01,-0.17,-0.43,-0.38,-0.38
1883-06-01,0.02,-0.08,-0.38,-0.21
1883-07-01,-0.41,0.07,-0.26,-0.01
1883-08-01,-0.75,-0.11,-0.37,-0.03
1883-09-01,-0.29,-0.24,-0.37,-0.17
1883-10-01,0.39,-0.48,-0.18,-0.42
1883-11-01,0.35,-0.23,-0.1,-0.22
1883-12-01,-0.4,-0.34,-0.14,-0.14
1884-01-01,-0.15,-0.33,-0.05,-0.11
1884-02-01,-0.22,-0.23,0.17,-0.01
1884-03-01,0.57,0.07,0.14,-0.0
1884-04-01,0.72,0.32,0.22,0.26
1884-05-01,0.68,0.29,0.54,0.4
1884-06-01,0.43,-0.04,-0.21,-0.13
1884-07-01,-0.13,0.26,0.06,0.28
1884-08-01,-0.0,0.28,0.01,0.2
1884-09-01,0.12,0.29,-0.05,0.18
1884-10-01,0.13,0.36,-0.1,0.29
1884-11-01,0.48,0.48,-0.17,0.3
1884-12-01,0.62,0.56,-0.05,0.35
1885-01-01,0.25,0.24,-0.22,0.12
1885-02-01,0.04,0.13,0.08,0.27
1885-03-01,-0.44,-0.07,0.14,0.12
1885-04-01,-0.29,-0.16,-0.03,-0.02
1885-05-01,-0.48,-0.04,0.46,0.44
1885-06-01,-0.61,-0.2,0.07,0.17
1885-07-01,-0.51,-0.28,-0.07,0.08
1885-08-01,-0.12,0.03,0.15,0.34
1885-09-01,0.26,0.35,0.21,0.52
1885-10-01,0.19,0.37,0.46,0.72
1885-11-01,0.3,0.52,0.41,0.81
1885-12-01,-0.05,0.69,0.45,1.02
1886-01-01,-1.08,-0.45,0.21,0.17
1886-02-01,-1.30,-0.67,0.19,-0.10
1886-03-01,-1.14,-0.71,0.34,-0.11
1886-04-01,-0.84,-0.72,0.04,-0.37
1886-05-01,-1.13,-1.19,-0.49,-0.85
1886-06-01,-1.27,-1.28,-0.72,-0.9
1886-07-01,-1.13,-1.02,-0.93,-0.97
1886-08-01,-1.3,-1.1,-0.98,-1.03
1886-09-01,-0.53,-1.06,-1.09,-1.21
1886-10-01,-0.61,-1.12,-0.95,-1.14
1886-11-01,-0.55,-1.26,-1.05,-1.34
1886-12-01,-0.98,-1.44,-1.25,-1.44
1887-01-01,-0.87,-0.93,-0.71,-0.68
1887-02-01,-0.93,-1.27,-0.37,-1.02
1887-03-01,-1.22,-1.25,-0.71,-1.17
1887-04-01,-0.96,-1.1,-0.92,-1.18
1887-05-01,-0.81,-0.96,-0.97,-1.14
1887-06-01,-0.23,-0.38,-0.61,-0.56
1887-07-01,-0.09,-0.34,-0.54,-0.55
1887-08-01,-0.25,-0.73,-0.55,-0.62
1887-09-01,-0.01,-0.28,-0.55,-0.34
1887-10-01,-0.16,-0.26,-0.34,-0.12
1887-11-01,0.05,-0.1,-0.12,0.04
1887-12-01,-0.05,0.0,-0.19,0.15
1888-01-01,0.08,0.09,-0.24,0.15
1888-02-01,0.07,0.27,0.36,0.66
1888-03-01,0.35,0.09,0.32,0.4
1888-04-01,0.88,0.12,0.27,0.3
1888-05-01,0.89,0.57,0.14,0.47
1888-06-01,1.56,0.6,0.05,0.4
1888-07-01,0.55,0.61,0.12,0.56
1888-08-01,0.58,0.73,0.28,0.93
1888-09-01,2.09,1.07,-0.28,0.58
1888-10-01,2.23,1.51,0.77,1.42
1888-11-01,2.28,2.2,1.21,2.21
1888-12-01,1.4,1.73,0.79,1.67
1889-01-01,1.66,2.02,0.83,1.98
1889-02-01,1.17,1.34,0.76,1.47
1889-03-01,0.87,0.73,0.42,0.83
1889-04-01,0.66,0.36,0.14,0.46
1889-05-01,0.18,0.09,0.13,0.32
1889-06-01,-0.17,0.01,-0.4,0.09
1889-07-01,-0.45,-0.73,-0.62,-0.76
1889-08-01,-0.81,-0.97,-0.68,-0.99
1889-09-01,-0.82,-0.89,-0.84,-0.92
1889-10-01,-1.09,-1.24,-1.23,-1.31
1889-11-01,-0.71,-1.01,-1.08,-1.08
1889-12-01,-0.22,-1.05,-1.16,-1.25
1890-01-01,-0.24,-2.01,-1.94,-2.49
1890-02-01,-0.46,-1.69,-1.60,-2.11
1890-03-01,-0.56,-1.01,-0.89,-1.15
1890-04-01,-0.8,-1.14,-0.79,-1.14
1890-05-01,-0.76,-1.07,-0.75,-1.0
1890-06-01,-0.93,-0.92,-1.05,-0.86
1890-07-01,-1.01,-0.88,-1.08,-0.92
1890-08-01,-0.81,-1.07,-1.53,-1.38
1890-09-01,-0.64,-0.97,-1.52,-1.29
1890-10-01,-0.77,-1.07,-1.26,-1.26
1890-11-01,-0.97,-1.0,-1.12,-1.07
1890-12-01,-0.9,-0.6,-0.72,-0.68
1891-01-01,-0.32,-0.42,-0.47,-0.45
1891-02-01,-0.04,-0.31,-0.11,-0.25
1891-03-01,0.29,-0.06,-0.09,-0.07
1891-04-01,0.66,0.17,-0.05,0.15
1891-05-01,1.03,0.27,-0.06,0.13
1891-06-01,1.03,0.46,-0.17,0.29
1891-07-01,0.82,0.31,-0.37,0.11
1891-08-01,0.33,0.1,-0.29,0.05
1891-09-01,-0.13,-0.18,-0.34,-0.08
1891-10-01,-0.33,-0.2,-0.16,-0.03
1891-11-01,-0.18,-0.06,-0.04,0.06
1891-12-01,-0.22,-0.1,-0.07,0.01
1892-01-01,-0.20,-0.46,-0.51,-0.50
1892-02-01,-0.53,-0.45,-0.29,-0.34
1892-03-01,-0.81,-0.66,-0.56,-0.58
1892-04-01,-0.84,-0.74,-0.74,-0.65
1892-05-01,-0.92,-0.89,-0.5,-0.72
1892-06-01,-0.85,-0.68,-0.61,-0.57
1892-07-01,-0.88,-0.66,-0.76,-0.62
1892-08-01,-1.17,-0.67,-0.88,-0.63
1892-09-01,-1.3,-1.04,-1.23,-1.07
1892-10-01,-1.43,-1.63,-1.46,-1.54
1892-11-01,-1.32,-1.59,-1.4,-1.62
1892-12-01,-1.37,-1.41,-0.77,-1.18
1893-01-01,-1.40,-1.57,-0.60,-1.23
1893-02-01,-1.04,-1.45,-0.53,-1.16
1893-03-01,-0.72,-1.31,-0.78,-1.24
1893-04-01,-0.8,-1.24,-1.15,-1.3
1893-05-01,-0.82,-1.18,-1.22,-1.32
1893-06-01,-0.95,-0.94,-1.36,-1.19
1893-07-01,-0.96,-1.0,-1.7,-1.32
1893-08-01,-0.94,-0.97,-1.66,-1.29
1893-09-01,-0.58,-0.9,-1.6,-1.28
1893-10-01,-0.46,-1.03,-1.52,-1.36
1893-11-01,-0.05,-0.91,-1.36,-1.3
1893-12-01,-0.43,-0.92,-1.1,-1.0
1894-01-01,-0.19,-0.86,-1.19,-1.09
1894-02-01,-0.39,-0.94,-1.24,-1.13
1894-03-01,-0.44,-0.91,-1.1,-1.06
1894-04-01,-0.45,-0.8,-1.01,-0.92
1894-05-01,-0.43,-0.9,-0.99,-1.0
1894-06-01,-0.14,-0.64,-0.98,-0.84
1894-07-01,-0.07,-0.6,-0.97,-0.88
1894-08-01,-0.16,-0.66,-0.84,-0.8
1894-09-01,-0.32,-0.78,-1.28,-1.1
1894-10-01,-0.32,-0.72,-0.98,-0.82
1894-11-01,-0.6,-0.84,-0.98,-0.92
1894-12-01,-0.42,-0.62,-0.6,-0.48
1895-01-01,-0.54,-0.72,-0.79,-0.73
1895-02-01,-0.69,-0.61,-0.46,-0.49
1895-03-01,-0.93,-0.57,-0.48,-0.4
1895-04-01,-0.45,-0.27,-0.44,-0.17
1895-05-01,-0.29,-0.1,-0.42,-0.03
1895-06-01,-0.41,-0.14,-0.57,-0.21
1895-07-01,-0.25,-0.18,-0.54,-0.26
1895-08-01,0.22,0.29,-0.0,0.36
1895-09-01,0.43,0.48,-0.1,0.42
1895-10-01,0.73,0.54,-0.25,0.32
1895-11-01,0.58,0.53,-0.04,0.44
1895-12-01,0.52,0.54,0.01,0.48
1896-01-01,0.55,0.38,-0.17,0.16
1896-02-01,0.23,0.18,-0.15,0.09
1896-03-01,0.16,0.06,0.0,0.15
1896-04-01,0.2,-0.0,-0.15,-0.01
1896-05-01,0.58,0.06,-0.07,-0.04
1896-06-01,0.83,0.09,-0.45,-0.21
1896-07-01,0.76,0.37,0.14,0.43
1896-08-01,1.47,1.03,0.49,1.05
1896-09-01,1.56,0.96,0.47,1.04
1896-10-01,0.9,0.93,0.4,1.1
1896-11-01,1.71,1.58,0.55,1.51
1896-12-01,1.54,1.6,0.61,1.55
1897-01-01,1.10,1.45,0.58,1.49
1897-02-01,0.88,1.06,0.55,1.14
1897-03-01,0.98,0.5,0.2,0.54
1897-04-01,0.42,-0.22,-0.23,-0.22
1897-05-01,0.29,-0.19,-0.25,-0.17
1897-06-01,0.29,-0.05,-0.25,-0.02
1897-07-01,0.12,-0.03,-0.08,0.07
1897-08-01,0.07,-0.19,-0.09,-0.15
1897-09-01,-0.21,-0.36,-0.15,-0.24
1897-10-01,-0.01,-0.47,-0.48,-0.57
1897-11-01,-0.21,-0.52,-0.69,-0.61
1897-12-01,-0.57,-0.45,-0.59,-0.4
1898-01-01,-0.45,-0.48,-0.72,-0.51
1898-02-01,-0.57,-0.58,-0.50,-0.57
1898-03-01,-0.51,-0.82,-0.55,-0.79
1898-04-01,-0.64,-0.69,-0.36,-0.61
1898-05-01,-0.96,-0.67,-0.48,-0.59
1898-06-01,-0.71,-0.51,-0.46,-0.28
1898-07-01,0.12,-0.52,-0.61,-0.63
1898-08-01,0.11,-0.62,-0.85,-0.76
1898-09-01,-0.75,-0.29,-0.68,-0.19
1898-10-01,-0.05,-0.29,-0.47,-0.33
1898-11-01,0.02,-0.61,-0.71,-0.66
1898-12-01,-0.0,-0.77,-0.83,-0.78
1899-01-01,0.16,-0.56,-1.02,-0.75
1899-02-01,-0.17,-0.59,-0.81,-0.71
1899-03-01,0.16,-0.38,-0.71,-0.56
1899-04-01,0.13,-0.27,-0.47,-0.34
1899-05-01,0.13,0.05,-0.26,0.04
1899-06-01,0.63,0.2,-0.39,0.09
1899-07-01,-0.01,-0.12,-0.14,-0.02
1899-08-01,1.34,0.89,0.03,0.63
1899-09-01,1.6,0.79,-0.19,0.43
1899-10-01,1.27,1.0,0.48,0.92
1899-11-01,1.11,1.25,0.73,1.29
1899-12-01,0.6,1.29,0.89,1.51
1900-01-01,1.18,1.40,0.63,1.41
1900-02-01,1.30,1.35,0.58,1.29
1900-03-01,1.44,1.04,0.47,0.99
1900-04-01,1.03,0.59,0.37,0.66
1900-05-01,0.76,0.51,0.28,0.54
1900-06-01,0.96,0.84,0.18,0.76
1900-07-01,0.42,0.71,0.22,0.75
1900-08-01,0.08,0.58,0.26,0.78
1900-09-01,0.05,0.42,0.17,0.56
1900-10-01,-0.24,0.15,0.26,0.42
1900-11-01,-0.11,-0.1,0.18,0.14
1900-12-01,-0.3,0.3,0.56,0.6
1901-01-01,-0.33,0.46,0.59,0.82
1901-02-01,-0.28,0.03,0.24,0.29
1901-03-01,-0.6,-0.25,0.12,0.05
1901-04-01,-0.6,-0.39,0.04,-0.13
1901-05-01,-1.12,-0.56,-0.09,-0.19
1901-06-01,-1.02,-0.46,-0.34,-0.26
1901-07-01,-0.86,-0.5,-0.32,-0.3
1901-08-01,-0.68,-0.54,-0.21,-0.38
1901-09-01,-0.45,-0.43,-0.49,-0.3
1901-10-01,-0.05,-0.34,-0.37,-0.31
1901-11-01,0.59,-0.15,-0.47,-0.39
1901-12-01,0.48,-0.08,-0.41,-0.35
1902-01-01,0.55,-0.10,-0.54,-0.50
1902-02-01,0.40,-0.08,-0.25,-0.26
1902-03-01,0.86,-0.03,-0.41,-0.27
1902-04-01,0.48,0.22,0.19,0.2
1902-05-01,0.84,0.23,0.49,0.47
1902-06-01,1.43,0.88,0.44,0.77
1902-07-01,1.64,1.52,0.57,1.44
1902-08-01,1.01,1.28,0.44,1.21
1902-09-01,1.5,1.34,0.78,1.44
1902-10-01,1.95,1.56,0.66,1.4
1902-11-01,1.57,1.63,0.62,1.54
1902-12-01,0.45,1.27,0.46,1.39
1903-01-01,0.19,1.09,0.60,1.33
1903-02-01,-0.97,0.42,0.82,0.93
1903-03-01,-0.7,0.37,0.67,0.79
1903-04-01,-0.75,-0.11,0.36,0.36
1903-05-01,-0.52,-0.31,0.06,-0.1
1903-06-01,0.17,0.05,0.39,0.29
1903-07-01,-0.75,-0.47,-0.26,-0.49
1903-08-01,-0.92,-0.61,0.09,-0.32
1903-09-01,-1.13,-0.75,-0.32,-0.6
1903-10-01,-0.88,-0.67,-0.27,-0.42
1903-11-01,-0.5,-0.81,-0.41,-0.76
1903-12-01,-0.93,-1.17,-0.57,-1.02
1904-01-01,0.25,-0.53,-0.96,-0.73
1904-02-01,-0.61,-0.69,-0.54,-0.79
1904-03-01,-0.96,-0.95,-0.47,-0.85
1904-04-01,-0.9,-0.76,-0.4,-0.72
1904-05-01,0.06,-0.24,-0.61,-0.4
1904-06-01,-0.09,0.24,-0.26,0.14
1904-07-01,0.51,0.86,0.02,0.75
1904-08-01,1.21,0.81,0.06,0.54
1904-09-01,0.77,0.17,-0.12,0.01
1904-10-01,0.97,0.97,0.42,0.91
1904-11-01,0.83,0.55,-0.34,0.15
1904-12-01,0.18,0.76,0.46,0.86
1905-01-01,0.25,0.66,0.30,0.68
1905-02-01,-0.25,0.47,0.68,0.72
1905-03-01,0.49,0.92,0.53,0.92
1905-04-01,-0.12,0.15,0.27,0.29
1905-05-01,1.83,1.23,0.6,1.08
1905-06-01,1.71,0.88,0.2,0.59
1905-07-01,1.12,0.8,0.58,0.82
1905-08-01,1.35,1.22,0.56,1.04
1905-09-01,0.83,1.38,0.92,1.42
1905-10-01,0.7,0.99,0.4,1.12
1905-11-01,1.39,1.11,0.35,0.83
1905-12-01,-0.04,0.93,0.55,1.17
1906-01-01,0.05,0.91,0.11,0.89
1906-02-01,0.13,0.55,0.38,0.67
1906-03-01,-0.36,0.23,0.82,0.8
1906-04-01,-0.62,0.26,0.24,0.45
1906-05-01,-0.12,-0.18,-0.03,0.02
1906-06-01,-0.11,-0.0,-0.04,0.15
1906-07-01,-1.17,-0.87,-0.14,-0.49
1906-08-01,-1.47,-0.86,0.07,-0.37
1906-09-01,-1.29,-0.9,-0.81,-0.81
1906-10-01,-1.19,-0.8,-0.83,-0.87
1906-11-01,-0.68,-0.5,-0.18,-0.33
1906-12-01,-0.64,-0.65,-0.33,-0.51
1907-01-01,-0.36,-0.69,-0.36,-0.57
1907-02-01,0.02,-0.56,-0.21,-0.41
1907-03-01,-0.45,-0.56,-0.31,-0.43
1907-04-01,-0.63,-0.62,-0.4,-0.56
1907-05-01,-1.08,-0.69,-0.28,-0.47
1907-06-01,-0.5,-0.32,-0.26,-0.41
1907-07-01,-1.28,-0.79,-0.41,-0.55
1907-08-01,-1.56,-1.05,-0.31,-0.65
1907-09-01,-0.06,0.1,-0.16,0.13
1907-10-01,-0.99,-0.45,-0.59,-0.25
1907-11-01,-0.72,-0.42,-0.32,-0.25
1907-12-01,-0.94,-0.21,-0.27,-0.09
1908-01-01,-0.35,-0.30,-0.45,-0.27
1908-02-01,-0.19,0.10,-0.06,0.07
1908-03-01,-0.07,-0.45,-0.39,-0.63
1908-04-01,-1.24,-0.75,-0.28,-0.55
1908-05-01,-1.02,-0.8,-0.17,-0.45
1908-06-01,0.13,-0.08,-0.54,-0.22
1908-07-01,-0.96,-0.76,-0.66,-0.63
1908-08-01,-0.63,-0.47,-0.54,-0.4
1908-09-01,-1.08,-0.68,-0.54,-0.52
1908-10-01,-0.49,-0.47,-0.58,-0.5
1908-11-01,-1.09,-0.82,-0.82,-0.88
1908-12-01,-1.08,-1.21,-0.88,-1.15
1909-01-01,0.10,-0.18,-0.52,-0.29
1909-02-01,-1.00,-0.99,-0.63,-0.88
1909-03-01,-0.22,-0.47,-0.47,-0.54
1909-04-01,-0.79,-0.86,-0.45,-0.68
1909-05-01,-1.02,-0.69,-0.07,-0.36
1909-06-01,-1.4,-1.27,-0.85,-1.1
1909-07-01,-1.31,-1.04,-0.93,-1.0
1909-08-01,-1.51,-1.16,-1.08,-0.97
1909-09-01,-1.43,-1.07,-0.88,-0.85
1909-10-01,-1.15,-1.31,-1.17,-1.24
1909-11-01,-1.14,-1.55,-1.24,-1.5
1909-12-01,-1.04,-1.08,-0.94,-1.08
1910-01-01,-1.34,-0.99,-1.09,-0.93
1910-02-01,-0.93,-0.58,-0.74,-0.64
1910-03-01,-0.99,-0.79,-0.89,-0.79
1910-04-01,-0.8,-1.01,-1.2,-1.17
1910-05-01,-1.11,-1.35,-1.12,-1.41
1910-06-01,-1.12,-0.83,-1.23,-1.04
1910-07-01,-0.99,-0.7,-1.11,-0.88
1910-08-01,-0.91,-0.72,-1.08,-0.9
1910-09-01,-0.78,-1.01,-1.42,-1.29
1910-10-01,-1.05,-0.85,-1.2,-0.94
1910-11-01,-0.95,-0.4,-0.97,-0.53
1910-12-01,-1.34,-0.63,-0.84,-0.64
1911-01-01,-0.72,-0.60,-0.64,-0.57
1911-02-01,-0.50,-0.74,-0.47,-0.58
1911-03-01,-0.86,-0.76,-0.76,-0.82
1911-04-01,-1.32,-1.06,-1.02,-1.11
1911-05-01,-1.01,-1.32,-0.67,-1.05
1911-06-01,-0.36,-0.54,-0.9,-0.64
1911-07-01,-0.03,0.01,-0.75,-0.22
1911-08-01,0.97,0.23,-1.04,-0.28
1911-09-01,1.51,0.75,-0.63,0.22
1911-10-01,1.11,0.47,-0.5,0.2
1911-11-01,1.4,0.94,0.2,0.84
1911-12-01,1.25,1.46,-0.1,0.96
1912-01-01,1.10,1.61,0.43,1.55
1912-02-01,0.80,0.85,0.45,0.83
1912-03-01,0.53,0.56,0.46,0.69
1912-04-01,0.61,0.53,0.4,0.58
1912-05-01,0.11,0.09,-0.24,0.0
1912-06-01,-0.11,-0.16,-0.29,-0.24
1912-07-01,-0.86,-0.33,-0.12,-0.1
1912-08-01,-0.3,-0.42,-0.34,-0.4
1912-09-01,0.14,0.21,-0.22,0.09
1912-10-01,-0.34,-0.16,-0.38,-0.13
1912-11-01,-0.57,0.08,-0.21,0.16
1912-12-01,-0.62,-0.41,-0.5,-0.49
1913-01-01,0.23,-0.03,-0.49,-0.20
1913-02-01,0.21,0.15,0.17,0.18
1913-03-01,-0.51,-0.11,0.12,0.16
1913-04-01,-1.65,-1.16,-0.45,-0.77
1913-05-01,-0.86,-0.49,-0.36,-0.28
1913-06-01,-0.17,-0.15,-0.59,-0.16
1913-07-01,-0.15,-0.05,-0.68,-0.15
1913-08-01,0.59,0.06,-0.65,-0.09
1913-09-01,0.76,0.11,-0.25,0.05
1913-10-01,1.15,0.34,-0.43,0.03
1913-11-01,1.01,0.88,-0.04,0.8
1913-12-01,1.21,0.95,0.05,0.85
1914-01-01,0.70,0.81,-0.12,0.70
1914-02-01,0.17,0.67,0.44,0.80
1914-03-01,0.51,0.29,0.16,0.32
1914-04-01,-0.52,0.42,0.41,0.69
1914-05-01,-0.25,-0.24,0.11,0.01
1914-06-01,0.09,-0.03,-0.1,0.08
1914-07-01,0.73,0.57,0.06,0.53
1914-08-01,0.81,0.98,0.33,0.92
1914-09-01,1.33,0.96,0.13,0.68
1914-10-01,1.3,0.51,0.05,0.26
1914-11-01,0.99,0.48,0.04,0.3
1914-12-01,1.06,0.75,0.23,0.68
1915-01-01,0.79,0.80,0.35,0.88
1915-02-01,0.47,0.46,0.52,0.65
1915-03-01,0.47,0.39,0.42,0.49
1915-04-01,0.94,0.56,0.31,0.47
